d_TklW,d_DribContest,d_SuccPress%,d_Int,d_Clr,d_Dis,d_TacklesDef3rd,d_Gls,d_Ast,d_KP,d_xG,d_xA,d_SoT,m_Cmp,m_PassAtt,m_Cmp%,m_Ast,m_xA,m_KP,m_DribShot,m_GCA,m_TklW,m_SuccPress%,m_Gls,m_xG,m_TacklesMid3rd,m_SoT,a_xG,a_SoT,a_Gls,a_CPA,a_Succ%,a_TacklesAtt3rd,a_GCA,a_Ast,a_xA,a_KP,a_Cmp,a_Int,a_Clr,g_GA,g_Saves,g_CS,g_PSxG,g_Cmp%,away_d_TklW,away_d_DribContest,away_d_SuccPress%,away_d_Int,away_d_Clr,away_d_Dis,away_d_TacklesDef3rd,away_d_Gls,away_d_Ast,away_d_KP,away_d_xG,away_d_xA,away_d_SoT,away_m_Cmp,away_m_PassAtt,away_m_Cmp%,away_m_Ast,away_m_xA,away_m_KP,away_m_DribShot,away_m_GCA,away_m_TklW,away_m_SuccPress%,away_m_Gls,away_m_xG,away_m_TacklesMid3rd,away_m_SoT,away_a_xG,away_a_SoT,away_a_Gls,away_a_CPA,away_a_Succ%,away_a_TacklesAtt3rd,away_a_GCA,away_a_Ast,away_a_xA,away_a_KP,away_a_Cmp,away_a_Int,away_a_Clr,away_g_GA,away_g_Saves,away_g_CS,away_g_PSxG,away_g_Cmp%,Home_goals_scored,Away_goals_scored,Home_team,Away_team,Date
0.5,0.75,40.2,1.0,1.25,0.0,0.75,0.0,0.25,0.5,0.0,0.05,0.0,60.0,69.0,86.46666666666665,0.3333333333333333,0.20000000000000004,2.0,0.0,1.0,2.0,26.7,0.0,0.19999999999999998,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,3.0,8.333333333333334,0.0,0.0,0.0,0.13333333333333333,2.3333333333333335,27.333333333333332,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,20.0,1.5,1.75,26.225,1.75,4.75,0.5,1.75,0.0,0.0,0.25,0.0,0.05,0.0,32.333333333333336,40.0,80.83333333333333,0.0,0.0,0.0,0.0,0.0,1.0,33.03333333333334,0.0,0.06666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,33.333333333333336,0.0,0.0,0.0,0.03333333333333333,0.3333333333333333,12.0,1.0,0.0,2.0,2.0,0.0,1.1,42.9,2,0,Arsenal,Brighton,2021-05-23 15:00:00Z
1.25,1.5,26.675,3.75,7.75,0.5,1.75,0.0,0.25,0.25,0.0,0.025,0.0,18.333333333333332,24.333333333333332,76.56666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666667,28.166666666666668,0.0,0.03333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,55.56666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,8.666666666666666,0.6666666666666666,0.3333333333333333,1.0,5.0,0.0,1.2,37.5,1.4,1.6,40.17999999999999,1.2,4.2,0.0,0.8,0.2,0.0,1.8,0.1,0.24,0.6,48.5,51.0,95.15,0.0,0.15,1.0,0.0,0.0,2.0,31.55,0.0,0.05,1.5,0.0,0.39999999999999997,1.0,0.0,1.6666666666666667,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,2.3333333333333335,32.333333333333336,0.0,0.0,1.0,1.0,0.0,1.1,0.0,2,1,Aston Villa,Chelsea,2021-05-23 15:00:00Z
1.0,1.0,31.619999999999997,1.8,3.4,0.2,1.0,0.0,0.0,0.4,0.0,0.02,0.0,33.5,40.75,81.75,0.0,0.1,0.75,0.75,0.0,0.5,27.075,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.1,1.0,34.0,1.0,0.0,2.0,2.0,0.0,1.5,50.0,0.4,0.8,27.160000000000004,0.4,5.0,0.0,0.4,0.0,0.0,0.4,0.0,0.04,0.0,25.0,31.333333333333332,79.43333333333334,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,21.7,0.3333333333333333,0.03333333333333333,1.0,0.3333333333333333,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,13.5,0.0,0.0,0.0,0.0,1.0,0.0,46.2,0,2,Fulham,Newcastle Utd,2021-05-23 15:00:00Z
1.2,1.8,38.660000000000004,1.6,3.4,0.6,2.2,0.0,0.2,1.0,0.08,0.08,0.4,39.5,47.5,83.15,0.0,0.0,0.5,0.0,0.5,3.0,37.65,0.5,0.0,1.5,0.5,0.19999999999999998,1.0,0.3333333333333333,0.6666666666666666,66.66666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,22.0,0.3333333333333333,0.0,1.0,4.0,0.0,1.7,80.0,1.2,2.6,23.94,1.4,1.4,0.8,1.8,0.0,0.0,0.2,0.1,0.02,0.4,23.333333333333332,31.0,75.2,0.0,0.20000000000000004,1.3333333333333333,0.0,0.0,1.0,36.86666666666667,0.0,0.06666666666666667,1.0,0.3333333333333333,0.15000000000000002,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.1,0.5,17.0,0.5,0.0,3.0,6.0,0.0,3.4,46.2,3,1,Leeds United,West Brom,2021-05-23 15:00:00Z
1.6666666666666667,3.0,30.049999999999994,3.0,3.5,0.8333333333333334,2.0,0.0,0.0,0.16666666666666666,0.0,0.016666666666666666,0.3333333333333333,35.5,47.5,75.65,0.0,0.05,2.0,0.5,0.0,3.0,44.349999999999994,0.0,0.0,0.5,0.0,0.8500000000000001,0.5,1.0,1.0,30.95,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.5,4.0,1.0,0.0,1.4,45.5,1.5,3.0,29.9,2.75,5.5,0.5,2.25,0.0,0.0,0.25,0.05,0.0,0.0,42.0,51.666666666666664,79.39999999999999,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,29.933333333333334,0.0,0.0,2.0,0.0,0.26666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,55.23333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.10000000000000002,1.6666666666666667,17.333333333333332,0.3333333333333333,0.3333333333333333,2.0,4.0,0.0,2.2,46.7,2,4,Leicester City,Tottenham,2021-05-23 15:00:00Z
0.75,1.75,20.675,1.25,7.0,1.25,0.5,0.0,0.0,1.75,0.075,0.125,0.0,53.666666666666664,59.0,90.36666666666667,0.0,0.16666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,24.233333333333334,0.0,0.0,1.3333333333333333,0.0,0.4333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,42.06666666666667,1.0,0.6666666666666666,0.6666666666666666,0.26666666666666666,2.6666666666666665,32.666666666666664,0.3333333333333333,0.0,0.0,4.0,1.0,1.1,85.7,0.5,1.5,25.95,1.75,5.0,0.25,2.25,0.0,0.0,0.0,0.05,0.0,0.25,15.333333333333334,23.333333333333332,65.86666666666666,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,22.833333333333332,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,1.0,0.0,0.3333333333333333,55.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.3333333333333333,12.666666666666666,2.0,0.6666666666666666,2.0,3.0,0.0,2.2,29.0,2,0,Liverpool,Crystal Palace,2021-05-23 15:00:00Z
1.0,1.25,47.325,1.0,4.75,0.5,1.25,0.0,0.0,0.0,0.05,0.0,0.25,49.666666666666664,57.666666666666664,84.76666666666667,1.0,0.43333333333333335,3.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,23.266666666666666,0.6666666666666666,0.20000000000000004,0.3333333333333333,1.0,0.4333333333333333,1.0,0.3333333333333333,2.3333333333333335,33.333333333333336,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,35.333333333333336,0.0,0.0,0.0,2.0,1.0,0.5,57.1,1.0,1.5,26.55,1.75,3.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,0.0,21.5,29.0,72.175,0.0,0.07500000000000001,0.75,0.25,0.0,2.0,27.275,0.0,0.2,0.75,0.25,0.25,0.5,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,5.0,6.0,0.0,4.7,34.8,5,0,Manchester City,Everton,2021-05-23 15:00:00Z
0.6,0.8,28.72,2.0,10.6,0.4,0.4,0.0,0.2,0.6,0.02,0.06000000000000001,0.0,29.5,38.5,77.05,0.0,0.05,1.5,0.0,0.0,1.0,14.45,0.0,0.0,0.5,0.0,0.13333333333333333,0.6666666666666666,0.3333333333333333,1.0,27.766666666666666,0.6666666666666666,0.0,0.0,0.03333333333333333,0.3333333333333333,14.333333333333334,0.6666666666666666,2.0,0.0,3.0,1.0,0.1,38.9,1.0,1.5,36.175,1.0,6.25,1.25,1.25,0.0,0.0,0.0,0.07500000000000001,0.0,0.0,34.0,44.6,75.88,0.0,0.2,1.8,0.0,0.0,1.2,29.839999999999996,0.0,0.02,0.8,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,2.0,0.0,0.1,32.1,1,0,Sheffield Utd,Burnley,2021-05-23 15:00:00Z
0.0,1.5,26.45,1.25,4.75,0.0,0.0,0.0,0.25,0.75,0.0,0.05,0.0,24.666666666666668,32.666666666666664,76.10000000000001,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,21.0,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.2333333333333333,1.6666666666666667,0.6666666666666666,1.0,38.9,0.3333333333333333,1.0,0.3333333333333333,0.23333333333333336,2.0,16.666666666666668,2.0,0.6666666666666666,0.0,5.0,1.0,1.0,50.0,2.0,2.25,36.725,2.25,5.0,1.25,2.75,0.0,0.0,0.25,0.1,0.0,0.75,49.25,56.75,86.9,0.0,0.35000000000000003,3.5,0.75,0.0,1.0,42.4,0.0,0.1,1.0,0.25,0.3,0.5,0.0,0.5,50.0,0.0,0.0,0.0,0.0,0.5,15.0,0.0,0.5,3.0,4.0,0.0,1.8,28.6,3,0,West Ham,Southampton,2021-05-23 15:00:00Z
1.6,2.0,23.560000000000002,2.4,2.0,0.2,1.0,0.2,0.0,0.4,0.04,0.02,0.4,51.666666666666664,60.333333333333336,87.06666666666668,0.0,0.06666666666666667,1.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,25.666666666666668,0.0,0.0,1.6666666666666667,0.0,0.15,0.0,0.0,0.5,25.0,0.5,0.5,0.5,0.05,0.5,11.0,0.0,0.0,2.0,2.0,0.0,1.7,50.0,0.5,2.0,26.625,3.0,3.75,0.25,0.75,0.0,0.0,0.25,0.05,0.025,0.25,49.0,54.666666666666664,89.7,0.0,0.03333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,29.733333333333334,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.0,0.2333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,16.666666666666668,0.0,0.6666666666666666,0.3333333333333333,0.2333333333333333,2.0,27.666666666666668,0.6666666666666666,1.0,1.0,2.0,0.0,1.0,41.7,1,2,Wolves,Manchester Utd,2021-05-23 15:00:00Z
1.6,2.2,30.919999999999998,0.6,3.8,0.4,1.8,0.2,0.2,0.6,0.04,0.1,0.4,19.666666666666668,26.333333333333332,78.5,0.0,0.03333333333333333,0.3333333333333333,0.0,0.0,1.6666666666666667,29.733333333333334,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.15,0.0,0.0,0.0,58.35,0.5,0.0,0.0,0.1,1.0,12.5,0.0,1.0,0.0,4.0,1.0,0.4,27.0,0.25,1.25,38.75,1.75,3.5,0.75,0.5,0.0,0.0,2.0,0.125,0.175,0.25,63.0,68.33333333333333,92.53333333333335,0.0,0.16666666666666666,1.6666666666666667,0.0,0.0,0.6666666666666666,34.233333333333334,0.0,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.2333333333333333,0.3333333333333333,0.0,1.0,22.233333333333334,0.6666666666666666,0.0,0.0,0.06666666666666667,1.6666666666666667,16.0,0.0,0.3333333333333333,2.0,1.0,0.0,0.9,33.3,2,0,Brentford,Arsenal,2021-08-13 19:00:00Z
0.5,0.75,36.150000000000006,1.75,4.75,0.5,0.25,0.0,0.25,0.75,0.0,0.07500000000000001,0.0,25.333333333333332,32.666666666666664,77.96666666666667,0.0,0.03333333333333333,1.3333333333333333,0.0,1.0,0.3333333333333333,24.833333333333332,1.3333333333333333,0.3,0.3333333333333333,1.3333333333333333,0.16666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,48.9,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3,2.3333333333333335,20.333333333333332,1.0,0.3333333333333333,1.0,2.0,0.0,0.6,69.2,1.75,5.0,38.15,2.5,3.0,1.25,2.5,0.25,0.25,0.5,0.025,0.0,0.25,20.6,29.4,72.08,0.0,0.06000000000000001,0.6,0.0,0.0,1.0,23.32,0.0,0.08,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,5.0,3.0,0.0,1.9,34.8,5,1,Manchester Utd,Leeds United,2021-08-14 11:30:00Z
0.5,0.75,14.925,1.5,5.75,0.75,0.75,0.25,0.0,0.5,0.125,0.025,0.25,15.0,24.0,62.47500000000001,0.25,0.1,1.0,0.0,0.25,0.5,14.9,0.0,0.05,0.75,0.0,0.15000000000000002,1.0,0.0,0.0,66.65,0.0,0.0,0.0,0.0,0.5,10.0,0.5,0.0,2.0,4.0,0.0,1.3,50.0,1.6666666666666667,1.3333333333333333,34.166666666666664,0.6666666666666666,9.0,1.3333333333333333,2.0,0.0,0.3333333333333333,1.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,29.4,33.8,85.34,0.0,0.04,1.2,0.2,0.2,0.6,23.160000000000004,0.0,0.04,0.0,0.2,0.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,2.0,0.0,0.8,14.8,1,2,Burnley,Brighton,2021-08-14 14:00:00Z
1.0,1.4,35.760000000000005,3.2,1.4,0.0,0.0,0.4,0.0,0.4,0.02,0.04,0.6,57.0,62.75,89.725,0.25,0.025,0.75,0.0,1.0,1.0,28.925,0.25,0.15000000000000002,1.0,0.75,0.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,0.1,33.3,0.5,1.0,20.25,1.25,2.75,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,24.75,28.75,85.95,0.0,0.05,0.5,0.0,0.0,1.0,12.8,0.0,0.0,0.5,0.25,0.1,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,10.5,0.5,1.0,3.0,3.0,0.0,1.8,36.4,3,0,Chelsea,Crystal Palace,2021-08-14 14:00:00Z
1.0,2.0,21.975,1.75,7.0,0.75,1.25,0.0,0.0,0.5,0.05,0.025,0.0,23.0,29.333333333333332,77.03333333333333,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,1.3333333333333333,25.53333333333333,0.3333333333333333,0.03333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,19.033333333333335,0.0,0.6666666666666666,0.6666666666666666,0.5,2.0,11.666666666666666,1.0,0.6666666666666666,1.0,2.0,0.0,1.0,38.5,0.75,1.5,5.55,1.75,4.75,0.5,1.25,0.0,0.0,0.25,0.0,0.0,0.25,25.75,37.75,65.8,0.0,0.05,0.5,0.0,0.0,1.0,23.700000000000003,0.0,0.0,1.5,0.0,0.25,1.0,0.5,1.0,25.0,1.5,1.0,0.5,0.2,0.5,8.5,0.0,1.5,3.0,3.0,0.0,3.7,26.3,3,1,Everton,Southampton,2021-08-14 14:00:00Z
1.0,2.75,21.6,1.25,2.5,1.0,0.5,0.0,0.25,0.25,0.0,0.025,0.0,51.333333333333336,59.666666666666664,82.43333333333334,0.0,0.10000000000000002,0.6666666666666666,0.0,0.0,2.6666666666666665,32.36666666666667,0.0,0.0,1.3333333333333333,0.3333333333333333,0.2333333333333333,1.3333333333333333,0.3333333333333333,1.0,44.43333333333334,0.0,0.0,0.0,0.10000000000000002,1.6666666666666667,14.0,0.6666666666666666,0.0,0.0,3.0,1.0,0.3,50.0,2.0,2.0,35.38,2.0,3.2,0.2,2.2,0.0,0.0,0.6,0.02,0.04,0.2,34.5,41.0,84.3,0.0,0.2,1.5,0.0,0.0,1.5,31.9,0.0,0.0,1.5,0.0,0.26666666666666666,0.6666666666666666,0.0,1.6666666666666667,53.833333333333336,0.3333333333333333,0.0,0.0,0.06666666666666667,2.3333333333333335,18.666666666666668,1.3333333333333333,0.3333333333333333,1.0,4.0,0.0,1.5,33.3,1,0,Leicester City,Wolves,2021-08-14 14:00:00Z
0.25,1.75,37.5,1.75,3.75,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,17.4,24.2,71.14000000000001,0.2,0.13999999999999999,1.4,0.2,0.6,1.2,28.46,0.2,0.04,0.6,0.4,0.8,3.0,1.0,3.0,60.0,0.0,2.0,1.0,0.1,4.0,12.0,0.0,0.0,2.0,0.0,0.0,1.8,38.9,1.0,0.8,19.1,2.4,2.6,0.2,0.8,0.0,0.0,0.6,0.0,0.02,0.0,32.666666666666664,40.333333333333336,80.26666666666667,0.0,0.0,0.0,0.0,0.0,1.0,26.066666666666666,0.3333333333333333,0.03333333333333333,1.0,0.3333333333333333,0.4,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,3.0,4.0,0.0,1.1,66.7,3,2,Watford,Aston Villa,2021-08-14 14:00:00Z
1.25,2.0,40.8,5.0,5.75,0.25,1.25,0.0,0.0,0.5,0.225,0.025,0.5,36.2,43.4,82.42,0.0,0.18,1.4,0.2,0.0,2.4,32.260000000000005,0.0,0.1,1.2,0.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,3.0,0.0,1.6,33.3,0.75,1.75,22.825,2.0,2.25,0.75,0.5,0.0,0.0,1.25,0.1,0.07500000000000001,0.25,38.0,43.333333333333336,86.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,1.6666666666666667,25.866666666666664,0.0,0.0,1.6666666666666667,0.0,0.36666666666666664,1.3333333333333333,0.6666666666666666,1.0,53.333333333333336,0.3333333333333333,1.0,0.6666666666666666,0.4666666666666666,2.0,15.0,0.0,0.6666666666666666,0.0,4.0,1.0,1.0,66.7,0,3,Norwich City,Liverpool,2021-08-14 16:30:00Z
0.8,1.6,30.560000000000002,0.8,3.8,0.8,0.8,0.2,0.2,1.2,0.13999999999999999,0.08,0.2,33.0,38.333333333333336,86.53333333333332,0.0,0.03333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,22.766666666666666,0.0,0.03333333333333333,0.3333333333333333,0.0,0.3,1.0,0.5,1.5,43.75,0.0,0.5,0.5,0.2,2.0,21.5,0.0,0.0,4.0,3.0,0.0,3.1,44.4,1.25,1.0,33.3,0.5,3.75,0.25,1.75,0.25,0.0,0.5,0.05,0.175,0.25,34.666666666666664,40.666666666666664,83.39999999999999,0.3333333333333333,0.10000000000000002,1.0,0.0,0.6666666666666666,1.6666666666666667,34.699999999999996,0.6666666666666666,0.26666666666666666,1.0,0.6666666666666666,0.5666666666666668,1.3333333333333333,0.3333333333333333,1.6666666666666667,50.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.26666666666666666,2.3333333333333335,29.333333333333332,1.3333333333333333,0.3333333333333333,2.0,1.0,0.0,1.5,40.0,2,4,Newcastle Utd,West Ham,2021-08-15 13:00:00Z
1.5,0.75,27.575000000000003,3.25,3.25,0.5,1.25,0.0,0.0,0.75,0.025,0.1,0.0,22.0,28.333333333333332,78.16666666666667,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,2.0,28.133333333333336,0.0,0.0,1.0,0.0,0.3666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,83.33333333333333,0.0,0.6666666666666666,0.3333333333333333,0.13333333333333333,2.0,22.666666666666668,0.6666666666666666,1.6666666666666667,0.0,4.0,1.0,0.3,56.5,0.5,1.25,4.175,1.0,3.25,0.25,1.0,0.0,0.0,1.25,0.07500000000000001,0.22499999999999998,0.0,43.333333333333336,52.0,83.3,0.0,0.13333333333333333,1.6666666666666667,0.0,0.0,1.6666666666666667,48.13333333333333,0.0,0.16666666666666666,2.0,0.3333333333333333,0.3,0.6666666666666666,0.0,1.6666666666666667,66.66666666666667,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,22.666666666666668,0.0,0.0,1.0,1.0,0.0,0.6,66.7,1,0,Tottenham,Manchester City,2021-08-15 15:30:00Z
0.5,2.0,26.125,1.5,9.5,0.5,1.0,0.0,0.5,2.75,0.225,0.375,0.25,50.0,59.0,84.56666666666666,0.0,0.06666666666666667,1.3333333333333333,0.0,0.6666666666666666,1.0,23.166666666666668,0.0,0.03333333333333333,0.6666666666666666,0.0,0.6,2.0,0.6666666666666666,2.3333333333333335,27.766666666666666,0.0,0.0,0.0,0.13333333333333333,1.6666666666666667,20.0,0.3333333333333333,0.3333333333333333,0.0,3.0,1.0,0.7,46.2,0.5,2.0,26.175,1.75,3.75,0.0,1.5,0.0,0.0,0.25,0.05,0.05,0.0,16.75,25.0,66.925,0.0,0.0,0.75,0.0,0.0,0.5,29.625,0.0,0.025,0.25,0.25,0.15,1.0,0.0,1.0,75.0,0.5,0.0,0.0,0.05,1.5,10.5,1.0,0.5,2.0,6.0,0.0,2.0,32.4,2,0,Liverpool,Burnley,2021-08-21 11:30:00Z
0.75,1.5,26.6,1.25,3.25,0.75,0.5,0.0,0.25,0.5,0.05,0.07500000000000001,0.0,24.333333333333332,28.333333333333332,86.43333333333334,0.0,0.03333333333333333,1.0,0.0,0.0,0.3333333333333333,27.233333333333334,0.0,0.0,0.3333333333333333,0.0,0.3,0.3333333333333333,0.6666666666666666,0.3333333333333333,16.666666666666668,0.0,0.0,0.0,0.03333333333333333,1.0,13.333333333333334,0.0,0.0,0.0,1.0,1.0,0.0,41.7,0.6,1.0,37.32,1.4,2.6,0.2,0.6,0.0,0.0,1.0,0.0,0.1,0.0,13.333333333333334,19.666666666666668,68.39999999999999,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,1.0,46.800000000000004,0.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,1.5,62.5,0.5,0.0,0.0,0.0,0.5,10.5,0.0,1.0,2.0,0.0,0.0,1.4,0.0,2,0,Aston Villa,Newcastle Utd,2021-08-21 14:00:00Z
0.5,0.75,33.0,1.75,2.25,1.75,0.75,0.0,0.0,0.25,0.0,0.025,0.0,27.0,37.0,73.06666666666668,0.0,0.0,0.3333333333333333,0.0,0.0,2.3333333333333335,37.300000000000004,0.0,0.09999999999999999,1.6666666666666667,0.6666666666666666,0.03333333333333333,0.0,0.0,0.0,58.333333333333336,0.3333333333333333,0.0,0.0,0.13333333333333333,1.3333333333333333,17.0,0.3333333333333333,0.3333333333333333,0.0,3.0,1.0,0.8,40.9,1.0,1.4,40.839999999999996,2.2,3.4,1.0,0.8,0.0,0.0,0.8,0.02,0.04,0.0,30.0,37.333333333333336,80.53333333333333,0.0,0.03333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,41.0,0.0,0.06666666666666667,2.3333333333333335,0.3333333333333333,0.35,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.25,1.5,11.5,0.0,0.0,0.0,2.0,1.0,0.2,18.2,0,0,Crystal Palace,Brentford,2021-08-21 14:00:00Z
1.4,1.8,36.980000000000004,2.4,3.2,0.2,1.2,0.0,0.2,0.8,0.0,0.02,0.0,43.5,51.0,85.15,0.0,0.1,2.5,0.0,0.5,0.5,30.7,0.5,0.25,0.0,1.0,0.3,0.6666666666666666,0.3333333333333333,0.6666666666666666,65.83333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2333333333333333,1.3333333333333333,25.666666666666668,1.0,1.0,2.0,6.0,0.0,3.0,66.7,1.0,1.75,22.65,3.75,4.0,0.5,0.75,0.0,0.0,1.0,0.025,0.05,0.25,17.6,23.4,74.28,0.2,0.18,1.6,0.0,0.4,1.6,42.36,0.2,0.1,0.8,0.4,1.4,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,16.0,3.0,1.0,2.0,2.0,0.0,1.5,18.5,2,2,Leeds United,Everton,2021-08-21 14:00:00Z
1.0,1.75,42.74999999999999,1.5,1.0,1.0,0.25,0.25,0.25,0.5,0.075,0.15,0.25,53.666666666666664,61.0,87.66666666666667,0.0,0.06666666666666667,0.6666666666666666,0.0,0.0,1.0,38.0,0.0,0.03333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.333333333333333,58.333333333333336,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.19999999999999998,1.0,40.333333333333336,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,100.0,0.25,0.0,15.475,1.25,2.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,30.333333333333332,35.0,86.86666666666667,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,25.599999999999998,0.0,0.0,0.3333333333333333,0.0,0.03333333333333333,0.0,0.0,0.3333333333333333,11.1,0.0,0.0,0.0,0.0,0.0,14.666666666666666,0.3333333333333333,0.6666666666666666,5.0,0.0,0.0,3.2,35.0,5,0,Manchester City,Norwich City,2021-08-21 14:00:00Z
0.5,0.75,38.325,0.75,2.0,0.5,1.75,0.25,0.25,1.25,0.025,0.05,0.5,57.5,65.5,87.5,0.5,0.2,0.5,0.5,1.0,1.0,26.700000000000003,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,33.333333333333336,0.0,0.0,0.0,0.03333333333333333,1.3333333333333333,19.666666666666668,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,30.8,0.5,0.25,40.825,2.75,5.5,0.25,1.0,0.0,0.0,0.25,0.0,0.025,0.0,25.6,32.0,75.16000000000001,0.0,0.04,0.6,0.0,0.0,0.6,26.7,0.0,0.08,0.6,0.2,0.1,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.1,1.0,12.0,0.0,0.0,2.0,1.0,0.0,1.1,20.0,2,0,Brighton,Watford,2021-08-21 16:30:00Z
1.75,1.5,41.35,4.0,2.75,0.5,1.0,0.0,0.0,0.25,0.0,0.0,0.0,18.5,26.0,68.45,0.0,0.05,0.5,0.25,0.0,2.5,31.725,0.0,0.025,1.25,0.5,0.35,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.2,1.5,11.5,0.5,1.0,1.0,2.0,0.0,0.6,19.0,1.0,1.25,51.4,1.0,5.75,1.75,0.75,0.0,0.0,1.0,0.075,0.07500000000000001,0.0,45.0,58.333333333333336,76.76666666666667,0.0,0.20000000000000004,1.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,39.96666666666667,0.0,0.06666666666666667,1.0,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,1.0,66.66666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.3333333333333333,18.666666666666668,0.3333333333333333,0.6666666666666666,1.0,3.0,0.0,0.2,0.0,1,1,Southampton,Manchester Utd,2021-08-22 13:00:00Z
