Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2021-12-19,Ederson,Matchweek 18,Away,W 4–0,Manchester City,Newcastle Utd,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,7,10,70,27,4,29.6,34,7,28.6,32.1,10,3,30,1,15.8
2021-12-26,Ederson,Matchweek 19,Home,W 6–3,Manchester City,Leicester City,Y,GK,90,8,3,3,62.5,0,3.1,0,0,0,0,1,1,100,14,5,7.1,23.8,3,0,20.3,4,0,0,1,18.3
2021-12-29,Ederson,Matchweek 20,Away,W 1–0,Manchester City,Brentford,Y,GK,90,2,0,2,100,1,0.5,0,0,0,0,5,10,50,12,3,50,44,5,80,54.2,4,0,0,1,22
2022-01-01,Ederson,Matchweek 21,Away,W 2–1,Manchester City,Arsenal,Y,GK,90,2,1,1,50,0,0.4,0,0,0,0,10,14,71.4,38,6,28.9,30.4,6,50,53.2,9,1,11.1,0,14
2022-01-15,Ederson,Matchweek 22,Home,W 1–0,Manchester City,Chelsea,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,4,6,66.7,30,5,20,25.8,2,0,17,7,0,0,1,16.3
2022-01-22,Ederson,Matchweek 23,Away,D 1–1,Manchester City,Southampton,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,2,5,40,26,2,19.2,30.5,2,0,13,0,0,0,2,34.3
2022-02-09,Ederson,Matchweek 24,Home,W 2–0,Manchester City,Brentford,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,1,12,8.3,25,2,40,37.2,2,100,65,0,0,0,0,14.7
2022-02-12,Ederson,Matchweek 25,Away,W 4–0,Manchester City,Norwich City,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,5,7,71.4,30,4,23.3,32.5,4,0,18.5,4,0,0,2,18.5
2022-02-19,Ederson,Matchweek 26,Home,L 2–3,Manchester City,Tottenham,Y,GK,90,5,3,2,40,0,2.3,0,0,0,0,0,1,0,18,2,5.6,24.9,3,0,22.3,1,0,0,0,19
2022-02-26,Ederson,Matchweek 27,Away,W 1–0,Manchester City,Everton,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,2,11,18.2,28,3,35.7,38.3,5,20,21.8,5,0,0,0,9.6
2022-03-06,Ederson,Matchweek 28,Home,W 4–1,Manchester City,Manchester Utd,Y,GK,90,2,1,1,50,0,1,0,0,0,0,10,11,90.9,42,2,26.2,30.2,3,0,19,4,1,25,0,8.3
2022-03-14,Ederson,Matchweek 29,Away,D 0–0,Manchester City,Crystal Palace,Y,GK,90,1,0,1,100,1,0,0,0,0,0,4,7,57.1,19,1,36.8,32.9,7,0,20.4,3,0,0,0,10
2022-04-02,Ederson,Matchweek 31,Away,W 2–0,Manchester City,Burnley,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,5,11,45.5,37,2,29.7,30.3,2,0,12,3,1,33.3,0,0
2022-04-10,Ederson,Matchweek 32,Home,D 2–2,Manchester City,Liverpool,Y,GK,90,4,2,2,50,0,2,0,0,0,0,3,7,42.9,44,5,15.9,24.7,2,0,30,4,1,25,1,16.6
2022-03-18,Kristoffer Klaesson,Matchweek 30,Away,W 3–2,Leeds United,Wolves,N,GK,36,4,0,4,100,0,0.3,0,0,0,0,2,4,50,8,2,37.5,34.4,3,33.3,31,4,1,25,0,25
2021-10-16,Zack Steffen,Matchweek 8,Home,W 2–0,Manchester City,Burnley,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,4,9,44.4,31,6,22.6,26,7,28.6,25.3,7,0,0,2,17.5
2021-09-11,Aaron Ramsdale,Matchweek 4,Home,W 1–0,Arsenal,Norwich City,Y,GK,90,1,0,1,100,1,0,0,0,0,0,4,10,40,24,4,25,30.1,6,66.7,57.2,5,0,0,1,14.7
2021-09-18,Aaron Ramsdale,Matchweek 5,Away,W 1–0,Arsenal,Burnley,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,8,20,40,40,10,30,32.6,9,88.9,71,24,2,8.3,1,13.8
2021-09-26,Aaron Ramsdale,Matchweek 6,Home,W 3–1,Arsenal,Tottenham,Y,GK,90,4,1,2,75,0,1.1,0,0,0,0,9,23,39.1,25,2,56,45.3,10,90,57.3,9,1,11.1,0,13.5
2021-10-02,Aaron Ramsdale,Matchweek 7,Away,D 0–0,Arsenal,Brighton,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,4,22,18.2,22,10,40.9,35.1,15,86.7,63.8,8,0,0,0,19.8
2021-10-18,Aaron Ramsdale,Matchweek 8,Home,D 2–2,Arsenal,Crystal Palace,Y,GK,90,6,2,4,66.7,0,1.6,0,0,0,0,8,14,57.1,24,5,54.2,42.1,3,33.3,36,4,1,25,1,16.8
2021-10-22,Aaron Ramsdale,Matchweek 9,Home,W 3–1,Arsenal,Aston Villa,Y,GK,90,4,1,3,75,0,1.3,0,0,0,0,8,14,57.1,23,5,43.5,35,4,100,69.8,6,2,33.3,1,14.1
2021-10-30,Aaron Ramsdale,Matchweek 10,Away,W 2–0,Arsenal,Leicester City,Y,GK,90,8,0,6,100,1,1.5,0,0,0,0,7,30,23.3,39,6,64.1,48.3,7,71.4,54.6,9,0,0,1,14.7
2021-11-07,Aaron Ramsdale,Matchweek 11,Home,W 1–0,Arsenal,Watford,Y,GK,90,1,0,1,100,1,0,0,0,0,0,8,13,61.5,31,4,38.7,35.4,5,20,28.4,10,2,20,0,15.4
2021-11-20,Aaron Ramsdale,Matchweek 12,Away,L 0–4,Arsenal,Liverpool,Y,GK,90,9,4,5,55.6,0,4.4,0,0,0,0,5,14,35.7,28,3,35.7,32.6,7,57.1,50.4,8,0,0,0,10.2
2021-11-27,Aaron Ramsdale,Matchweek 13,Home,W 2–0,Arsenal,Newcastle Utd,Y,GK,90,5,0,4,100,1,0.1,0,0,0,0,3,6,50,18,4,33.3,31.9,1,0,10,9,1,11.1,0,13
2021-12-02,Aaron Ramsdale,Matchweek 14,Away,L 2–3,Arsenal,Manchester Utd,Y,GK,90,9,3,7,77.8,0,2.3,1,1,0,0,5,17,29.4,33,7,39.4,33.9,4,100,62.5,8,0,0,1,12.5
2021-12-06,Aaron Ramsdale,Matchweek 15,Away,L 1–2,Arsenal,Everton,Y,GK,90,4,2,2,50,0,0.4,0,0,0,0,6,14,42.9,34,8,32.4,35.9,7,42.9,41.6,7,2,28.6,0,14.3
2021-12-11,Aaron Ramsdale,Matchweek 16,Home,W 3–0,Arsenal,Southampton,Y,GK,90,6,0,6,100,1,0.3,0,0,0,0,6,18,33.3,43,1,34.9,33.7,3,100,74.3,4,0,0,0,16.3
2021-12-15,Aaron Ramsdale,Matchweek 17,Home,W 2–0,Arsenal,West Ham,Y,GK,90,1,0,1,100,1,0.5,0,0,0,0,4,11,36.4,20,3,25,32.1,7,85.7,65.3,10,1,10,0,14.5
2021-12-18,Aaron Ramsdale,Matchweek 18,Away,W 4–1,Arsenal,Leeds United,Y,GK,90,1,1,1,100,0,1,1,1,0,0,7,22,31.8,32,6,43.8,39.8,8,100,68.3,6,1,16.7,1,16.5
2021-12-26,Aaron Ramsdale,Matchweek 19,Away,W 5–0,Arsenal,Norwich City,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,6,11,54.5,29,6,27.6,32,3,100,69.7,6,0,0,2,17.7
2022-02-24,Aaron Ramsdale,Matchweek 20,Home,W 2–1,Arsenal,Wolves,Y,GK,90,2,1,1,50,0,0.7,0,0,0,0,4,9,44.4,23,3,34.8,33.2,5,20,34.6,2,0,0,1,19
2022-01-01,Aaron Ramsdale,Matchweek 21,Home,L 1–2,Arsenal,Manchester City,Y,GK,90,1,2,0,0,0,1.3,1,1,0,0,12,33,36.4,28,2,85.7,62.6,9,100,76.2,4,0,0,0,9.8
2022-01-23,Aaron Ramsdale,Matchweek 23,Home,D 0–0,Arsenal,Burnley,Y,GK,90,1,0,1,100,1,0,0,0,0,0,2,11,18.2,32,4,25,34.8,5,60,51.4,1,0,0,2,19.5
2022-02-10,Aaron Ramsdale,Matchweek 24,Away,W 1–0,Arsenal,Wolves,Y,GK,90,4,0,4,100,1,0.2,0,0,0,0,3,21,14.3,22,7,63.6,46,9,77.8,64,24,2,8.3,1,13.1
2022-02-19,Aaron Ramsdale,Matchweek 26,Home,W 2–1,Arsenal,Brentford,Y,GK,90,2,1,1,50,0,0.2,0,0,0,0,10,22,45.5,37,4,56.8,44.9,1,100,86,4,1,25,2,15.4
2022-03-16,Aaron Ramsdale,Matchweek 27,Home,L 0–2,Arsenal,Liverpool,Y,GK,90,3,2,1,33.3,0,1,0,0,0,0,4,19,21.1,28,3,50,41,6,83.3,66.5,6,1,16.7,2,18.8
2022-03-06,Aaron Ramsdale,Matchweek 28,Away,W 3–2,Arsenal,Watford,Y,GK,90,7,2,5,71.4,0,1.3,0,0,0,0,2,12,16.7,31,6,32.3,34.2,4,50,48.3,6,2,33.3,2,21.7
2022-03-13,Aaron Ramsdale,Matchweek 29,Home,W 2–0,Arsenal,Leicester City,Y,GK,90,3,0,3,100,1,0.7,0,0,0,0,5,14,35.7,37,4,35.1,35.8,1,100,73,7,0,0,0,11.5
2022-04-04,Aaron Ramsdale,Matchweek 31,Away,L 0–3,Arsenal,Crystal Palace,Y,GK,90,4,3,2,50,0,1.8,1,1,0,0,4,7,57.1,25,3,28,29.6,5,0,15.2,4,0,0,3,23.6
2022-04-09,Aaron Ramsdale,Matchweek 32,Home,L 1–2,Arsenal,Brighton,Y,GK,90,3,2,1,33.3,0,1.6,0,0,0,0,3,5,60,23,5,17.4,24.7,3,33.3,34,2,0,0,2,25.2
2021-08-14,Jordan Pickford,Matchweek 1,Home,W 3–1,Everton,Southampton,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,10,26,38.5,31,5,74.2,50.6,4,75,59,10,0,0,1,12.6
2021-08-21,Jordan Pickford,Matchweek 2,Away,D 2–2,Everton,Leeds United,Y,GK,90,4,2,2,50,0,1.5,0,0,0,0,5,27,18.5,18,3,77.8,55,13,100,75.7,9,1,11.1,0,12
2021-08-28,Jordan Pickford,Matchweek 3,Away,W 2–0,Everton,Brighton,Y,GK,90,3,0,3,100,1,0.5,0,0,0,0,5,20,25,13,0,84.6,61.2,10,90,74.2,6,1,16.7,0,14
2021-09-13,Jordan Pickford,Matchweek 4,Home,W 3–1,Everton,Burnley,Y,GK,90,5,1,4,80,0,0.7,0,0,0,0,7,19,36.8,23,7,65.2,49,7,57.1,55.4,11,1,9.1,0,10.6
2021-09-25,Jordan Pickford,Matchweek 6,Home,W 2–0,Everton,Norwich City,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,9,21,42.9,22,3,54.5,46.2,11,81.8,62.5,7,0,0,1,15.3
2021-10-02,Jordan Pickford,Matchweek 7,Away,D 1–1,Everton,Manchester Utd,Y,GK,90,6,1,5,83.3,0,0.5,0,0,0,0,6,23,26.1,20,3,80,56.1,8,87.5,71.5,11,0,0,0,6.5
2021-10-17,Jordan Pickford,Matchweek 8,Home,L 0–1,Everton,West Ham,Y,GK,90,4,1,3,75,0,1.7,0,0,0,0,8,20,40,24,6,50,46.1,11,72.7,61.9,13,3,23.1,2,15.7
2021-10-23,Jordan Pickford,Matchweek 9,Home,L 2–5,Everton,Watford,Y,GK,90,8,5,3,37.5,0,4.5,0,0,0,0,4,20,20,28,4,60.7,48.5,8,37.5,44,15,0,0,0,18
2021-11-01,Jordan Pickford,Matchweek 10,Away,L 1–2,Everton,Wolves,Y,GK,90,4,2,2,50,0,1.6,0,0,0,0,1,16,6.3,20,0,65,51.5,3,100,72,2,0,0,1,13.3
2021-11-07,Jordan Pickford,Matchweek 11,Home,D 0–0,Everton,Tottenham,Y,GK,90,0,0,0,0,1,0,0,0,0,0,4,12,33.3,23,5,43.5,41.4,3,66.7,56.3,8,1,12.5,1,15
2021-11-21,Jordan Pickford,Matchweek 12,Away,L 0–3,Everton,Manchester City,Y,GK,90,7,3,4,57.1,0,2.3,0,0,0,0,4,29,13.8,24,2,70.8,50.7,13,92.3,64.7,10,0,0,1,15.7
2021-11-28,Jordan Pickford,Matchweek 13,Away,L 0–1,Everton,Brentford,Y,GK,90,3,1,3,100,0,1.1,1,1,0,0,8,14,57.1,21,2,61.9,46,2,50,40.5,9,3,33.3,2,27.8
2021-12-01,Jordan Pickford,Matchweek 14,Home,L 1–4,Everton,Liverpool,Y,GK,90,7,4,3,42.9,0,2.9,0,0,0,0,13,28,46.4,26,4,73.1,56.7,9,100,68.6,7,1,14.3,0,14
2021-12-06,Jordan Pickford,Matchweek 15,Home,W 2–1,Everton,Arsenal,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,11,24,45.8,30,3,60,50.4,7,85.7,69.1,10,0,0,0,16.8
2021-12-12,Jordan Pickford,Matchweek 16,Away,L 1–3,Everton,Crystal Palace,Y,GK,90,6,3,3,50,0,1.3,0,0,0,0,6,16,37.5,16,4,50,43.3,8,100,73,8,2,25,0,10.5
2021-12-16,Jordan Pickford,Matchweek 17,Away,D 1–1,Everton,Chelsea,Y,GK,90,10,1,9,90,0,3,0,0,0,0,7,33,21.2,24,3,83.3,59.9,13,100,73.2,11,0,0,0,10.2
2022-04-06,Jordan Pickford,Matchweek 19,Away,L 2–3,Everton,Burnley,Y*,GK,90,4,3,1,25,0,2.5,0,0,0,0,9,26,34.6,18,0,100,65.4,8,100,71,5,0,0,1,21
2022-01-02,Jordan Pickford,Matchweek 21,Home,L 2–3,Everton,Brighton,Y,GK,90,5,3,2,40,0,2.6,0,0,0,0,7,20,35,31,5,58.1,48.6,5,40,37.4,4,0,0,4,24.7
2022-01-15,Jordan Pickford,Matchweek 22,Away,L 1–2,Everton,Norwich City,Y,GK,90,3,2,2,33.3,0,1.2,0,0,0,0,7,12,58.3,16,2,68.8,50.5,2,50,45.5,9,1,11.1,1,21
2022-01-22,Jordan Pickford,Matchweek 23,Home,L 0–1,Everton,Aston Villa,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,16,38,42.1,36,2,86.1,59.3,7,100,80.7,5,0,0,1,21
2022-02-08,Jordan Pickford,Matchweek 24,Away,L 1–3,Everton,Newcastle Utd,Y,GK,90,8,3,6,62.5,0,2.2,0,0,0,0,5,18,27.8,29,8,51.7,43.3,4,75,59.5,7,0,0,1,13.6
2022-02-12,Jordan Pickford,Matchweek 25,Home,W 3–0,Everton,Leeds United,Y,GK,90,0,0,0,0,1,0,0,0,0,0,13,27,48.1,24,1,62.5,47,12,100,73.5,7,0,0,1,17.4
2022-02-19,Jordan Pickford,Matchweek 26,Away,L 0–2,Everton,Southampton,Y,GK,90,11,2,9,81.8,0,3.3,0,0,0,0,18,37,48.6,37,0,83.8,61.1,6,100,73.2,5,0,0,0,9
2022-02-26,Jordan Pickford,Matchweek 27,Home,L 0–1,Everton,Manchester City,Y,GK,90,8,1,7,87.5,0,1.3,0,0,0,0,4,17,23.5,28,7,50,44.7,9,33.3,36.2,9,1,11.1,0,11
2022-03-07,Jordan Pickford,Matchweek 28,Away,L 0–5,Everton,Tottenham,Y,GK,90,7,5,3,28.6,0,3,0,0,0,0,1,12,8.3,19,2,57.9,47.4,6,16.7,30.8,7,0,0,0,8.8
2022-03-13,Jordan Pickford,Matchweek 29,Home,L 0–1,Everton,Wolves,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,7,16,43.8,29,6,51.7,43.8,7,14.3,31.4,9,0,0,0,11.5
2022-04-03,Jordan Pickford,Matchweek 31,Away,L 1–2,Everton,West Ham,Y,GK,90,5,2,3,60,0,1.1,0,0,0,0,7,21,33.3,33,5,45.5,41.4,9,66.7,53.3,9,0,0,2,13.4
2022-04-09,Jordan Pickford,Matchweek 32,Home,W 1–0,Everton,Manchester Utd,Y,GK,90,4,0,4,100,1,0.6,0,0,0,0,7,27,25.9,34,3,64.7,53.9,6,83.3,68,11,1,9.1,0,15.1
2021-08-14,Nick Pope,Matchweek 1,Home,L 1–2,Burnley,Brighton,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,4,8,50,17,7,35.3,38.4,4,50,45,8,0,0,0,15.5
2021-08-21,Nick Pope,Matchweek 2,Away,L 0–2,Burnley,Liverpool,Y,GK,90,8,2,6,75,0,2,0,0,0,0,11,34,32.4,24,1,87.5,63.7,13,100,74,8,2,25,2,17.6
2021-08-29,Nick Pope,Matchweek 3,Home,D 1–1,Burnley,Leeds United,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,13,30,43.3,22,1,95.5,62.5,9,100,69.4,12,1,8.3,3,19.4
2021-09-13,Nick Pope,Matchweek 4,Away,L 1–3,Burnley,Everton,Y,GK,90,5,3,2,40,0,1.9,0,0,0,0,6,13,46.2,16,5,62.5,53,5,60,56.8,5,0,0,0,10.1
2021-09-18,Nick Pope,Matchweek 5,Home,L 0–1,Burnley,Arsenal,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,11,19,57.9,25,8,64,47.6,5,60,46.2,6,2,33.3,2,16.9
2021-09-25,Nick Pope,Matchweek 6,Away,D 2–2,Burnley,Leicester City,Y,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,7,26,26.9,16,1,81.3,59.1,13,100,71.6,11,1,9.1,0,13
2021-10-02,Nick Pope,Matchweek 7,Home,D 0–0,Burnley,Norwich City,Y,GK,90,2,0,2,100,1,0.7,0,0,0,0,4,12,33.3,25,12,32,37.6,5,80,56,11,1,9.1,3,18.9
2021-10-16,Nick Pope,Matchweek 8,Away,L 0–2,Burnley,Manchester City,Y,GK,90,6,2,4,66.7,0,2.1,0,0,0,0,9,30,30,26,2,88.5,60.7,8,87.5,65.8,12,1,8.3,1,14.7
2021-10-23,Nick Pope,Matchweek 9,Away,D 2–2,Burnley,Southampton,Y,GK,90,4,2,2,50,0,1,0,0,0,0,14,28,50,20,2,85,57.9,11,100,71.5,14,1,7.1,1,13.3
2021-10-30,Nick Pope,Matchweek 10,Home,W 3–1,Burnley,Brentford,Y,GK,90,4,1,3,75,0,1.1,0,0,0,0,9,23,39.1,28,4,71.4,52.3,3,100,72.7,13,4,30.8,2,21.4
2021-11-06,Nick Pope,Matchweek 11,Away,D 1–1,Burnley,Chelsea,Y,GK,90,4,1,3,75,0,1.1,0,0,0,0,12,32,37.5,18,0,100,67.5,14,100,68.4,11,1,9.1,2,16.8
2021-11-20,Nick Pope,Matchweek 12,Home,D 3–3,Burnley,Crystal Palace,Y,GK,90,8,3,4,62.5,0,2.5,0,0,0,0,7,15,46.7,14,2,78.6,50.1,5,80,51.8,9,0,0,1,19.5
2022-02-23,Nick Pope,Matchweek 13,Home,W 1–0,Burnley,Tottenham,Y,GK,90,3,0,2,100,1,1,0,0,0,0,8,23,34.8,15,0,93.3,61.1,10,90,62.1,10,0,0,0,12
2021-12-01,Nick Pope,Matchweek 14,Away,D 0–0,Burnley,Wolves,Y,GK,90,3,0,3,100,1,0.8,0,0,0,0,7,23,30.4,18,3,83.3,56.9,10,80,60.5,14,0,0,0,13
2021-12-04,Nick Pope,Matchweek 15,Away,L 0–1,Burnley,Newcastle Utd,Y,GK,90,4,1,3,75,0,0.8,0,0,0,0,13,26,50,22,1,90.9,59,6,100,67,7,0,0,4,24.1
2021-12-12,Nick Pope,Matchweek 16,Home,D 0–0,Burnley,West Ham,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,12,26,46.2,19,5,78.9,55.3,12,91.7,59.5,11,2,18.2,0,17.2
2022-02-05,Nick Pope,Matchweek 17,Home,D 0–0,Burnley,Watford,Y,GK,90,5,0,5,100,1,1,0,0,0,0,7,19,36.8,24,4,54.2,43.1,6,100,60.3,6,1,16.7,2,21
2022-04-06,Nick Pope,Matchweek 19,Home,W 3–2,Burnley,Everton,Y,GK,90,2,2,2,100,0,2.4,2,2,0,0,9,26,34.6,24,4,66.7,48.7,10,100,73.6,17,1,5.9,2,19.2
2022-03-01,Nick Pope,Matchweek 22,Home,L 0–2,Burnley,Leicester City,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,12,30,40,32,2,81.3,53.3,4,100,65.8,10,0,0,3,25.8
2022-01-23,Nick Pope,Matchweek 23,Away,D 0–0,Burnley,Arsenal,Y,GK,90,5,0,5,100,1,0.8,0,0,0,0,9,27,33.3,21,2,81,53.2,10,100,66.5,10,0,0,1,17.2
2022-02-08,Nick Pope,Matchweek 24,Home,D 1–1,Burnley,Manchester Utd,Y,GK,90,5,1,4,80,0,2.4,0,0,0,0,7,25,28,20,3,80,52.2,9,100,69,10,1,10,2,24.3
2022-02-13,Nick Pope,Matchweek 25,Home,L 0–1,Burnley,Liverpool,Y,GK,90,4,1,3,75,0,1.5,0,0,0,0,11,28,39.3,29,7,72.4,50.4,8,87.5,58.8,6,1,16.7,1,16.7
2022-02-19,Nick Pope,Matchweek 26,Away,W 3–0,Burnley,Brighton,Y,GK,90,1,0,1,100,1,0,0,0,0,0,5,22,22.7,21,4,71.4,55.9,7,100,73.1,18,3,16.7,3,17.4
2022-02-26,Nick Pope,Matchweek 27,Away,D 1–1,Burnley,Crystal Palace,Y,GK,90,4,1,3,75,0,1.6,0,0,0,0,10,17,58.8,22,6,54.5,41,5,100,66.2,8,0,0,3,28.6
2022-03-05,Nick Pope,Matchweek 28,Home,L 0–4,Burnley,Chelsea,Y,GK,90,5,4,1,20,0,2.8,0,0,0,0,3,11,27.3,15,4,60,48.5,2,100,65,4,0,0,1,14.6
2022-03-12,Nick Pope,Matchweek 29,Away,L 0–2,Burnley,Brentford,Y,GK,90,2,2,1,50,0,2.1,1,1,0,0,8,31,25.8,32,2,84.4,56.6,4,100,69.8,11,0,0,3,16.7
2022-04-02,Nick Pope,Matchweek 31,Home,L 0–2,Burnley,Manchester City,Y,GK,90,6,2,4,66.7,0,1.8,0,0,0,0,14,32,43.8,22,2,90.9,59.1,12,100,63.1,7,1,14.3,0,11.6
2022-04-10,Nick Pope,Matchweek 32,Away,L 0–2,Burnley,Norwich City,Y,GK,90,6,2,4,66.7,0,2.1,0,0,0,0,12,31,38.7,27,3,96.3,59.2,6,83.3,59.3,8,0,0,3,21
2021-08-14,Kasper Schmeichel,Matchweek 1,Home,W 1–0,Leicester City,Wolves,Y*,GK,90,3,0,3,100,1,0.3,0,0,0,0,6,12,50,31,7,29,32.9,8,37.5,32.6,8,2,25,1,16
2021-08-23,Kasper Schmeichel,Matchweek 2,Away,L 1–4,Leicester City,West Ham,Y*,GK,90,7,4,3,42.9,0,3.4,0,0,0,0,5,11,45.5,25,1,36,37.2,11,18.2,28.3,15,1,6.7,1,14.7
2021-08-28,Kasper Schmeichel,Matchweek 3,Away,W 2–1,Leicester City,Norwich City,Y*,GK,90,3,1,3,100,0,1.1,1,1,0,0,5,17,29.4,27,6,44.4,39.4,9,55.6,49.6,7,0,0,0,14.7
2021-09-11,Kasper Schmeichel,Matchweek 4,Home,L 0–1,Leicester City,Manchester City,Y*,GK,90,8,1,7,87.5,0,1.3,0,0,0,0,11,23,47.8,42,9,45.2,37.3,10,40,38.4,12,0,0,0,5.7
2021-09-19,Kasper Schmeichel,Matchweek 5,Away,L 1–2,Leicester City,Brighton,Y*,GK,90,3,2,2,66.7,0,1.1,1,1,0,0,2,8,25,16,2,50,37.3,6,0,16.5,8,0,0,1,15.5
2021-09-25,Kasper Schmeichel,Matchweek 6,Home,D 2–2,Leicester City,Burnley,Y*,GK,90,3,2,2,33.3,0,0.4,0,0,0,0,7,15,46.7,29,8,37.9,36.7,7,57.1,34.6,5,0,0,2,18
2021-10-03,Kasper Schmeichel,Matchweek 7,Away,D 2–2,Leicester City,Crystal Palace,Y*,GK,90,4,2,2,50,0,0.8,0,0,0,0,11,32,34.4,29,0,82.8,51.3,11,72.7,58.7,13,1,7.7,0,10
2021-10-16,Kasper Schmeichel,Matchweek 8,Home,W 4–2,Leicester City,Manchester Utd,Y*,GK,90,6,2,4,66.7,0,0.7,0,0,0,0,10,23,43.5,38,5,50,38.3,11,36.4,37.5,9,2,22.2,1,11.8
2021-10-24,Kasper Schmeichel,Matchweek 9,Away,W 2–1,Leicester City,Brentford,Y*,GK,90,5,1,4,80,0,1.1,0,0,0,0,6,26,23.1,31,4,64.5,48.5,12,50,45.3,12,1,8.3,0,10.8
2021-10-30,Kasper Schmeichel,Matchweek 10,Home,L 0–2,Leicester City,Arsenal,Y*,GK,90,5,2,3,60,0,1.9,0,0,0,0,4,10,40,36,6,25,33.8,6,16.7,30.3,5,1,20,0,15
2021-11-07,Kasper Schmeichel,Matchweek 11,Away,D 1–1,Leicester City,Leeds United,Y*,GK,90,5,1,4,80,0,1.1,0,0,0,0,6,18,33.3,30,6,30,36.2,14,64.3,44,9,1,11.1,0,11.3
2021-11-20,Kasper Schmeichel,Matchweek 12,Home,L 0–3,Leicester City,Chelsea,Y*,GK,90,7,3,4,57.1,0,2.9,0,0,0,0,9,20,45,33,7,42.4,42.5,7,85.7,50.3,4,0,0,1,14.1
2021-11-28,Kasper Schmeichel,Matchweek 13,Home,W 4–2,Leicester City,Watford,Y*,GK,90,4,2,3,75,0,2.1,1,1,0,0,5,24,20.8,30,3,63.3,46,11,45.5,44.5,9,1,11.1,0,8.6
2021-12-01,Kasper Schmeichel,Matchweek 14,Away,D 2–2,Leicester City,Southampton,Y*,GK,90,7,2,5,71.4,0,1.8,0,0,0,0,12,25,48,43,3,46.5,41.1,6,83.3,55.3,9,0,0,0,9.8
2021-12-05,Kasper Schmeichel,Matchweek 15,Away,L 1–2,Leicester City,Aston Villa,Y*,GK,90,4,2,2,50,0,1.2,0,0,0,0,6,10,60,12,3,41.7,39.8,5,100,70,4,0,0,0,14.3
2021-12-12,Kasper Schmeichel,Matchweek 16,Home,W 4–0,Leicester City,Newcastle Utd,Y*,GK,90,3,0,3,100,1,0.5,0,0,0,0,6,15,40,18,1,38.9,39.4,8,100,76.4,9,0,0,0,8
2022-01-19,Kasper Schmeichel,Matchweek 17,Home,L 2–3,Leicester City,Tottenham,Y*,GK,90,8,3,5,62.5,0,3.7,0,0,0,0,7,19,36.8,31,3,48.4,40.3,9,44.4,40.9,9,2,22.2,0,13.6
2021-12-26,Kasper Schmeichel,Matchweek 19,Away,L 3–6,Leicester City,Manchester City,Y*,GK,90,6,6,2,33.3,0,5.1,2,2,0,0,7,13,53.8,20,2,55,38.8,5,40,35.2,10,0,0,1,13.5
2021-12-28,Kasper Schmeichel,Matchweek 20,Home,W 1–0,Leicester City,Liverpool,Y*,GK,90,3,0,3,100,1,1,2,0,1,1,12,28,42.9,22,3,72.7,47.1,14,85.7,60.7,15,1,6.7,0,9.8
2022-03-01,Kasper Schmeichel,Matchweek 22,Away,W 2–0,Leicester City,Burnley,Y*,GK,90,2,0,2,100,1,0.9,0,0,0,0,5,15,33.3,19,3,57.9,45.4,10,40,39.5,6,0,0,0,13
2022-01-23,Kasper Schmeichel,Matchweek 23,Home,D 1–1,Leicester City,Brighton,Y*,GK,90,4,1,3,75,0,1.5,0,0,0,0,9,17,52.9,25,6,56,41.3,5,60,47.4,8,1,12.5,0,10.9
2022-02-10,Kasper Schmeichel,Matchweek 24,Away,L 0–2,Leicester City,Liverpool,Y*,GK,90,12,2,10,83.3,0,2.6,0,0,0,0,13,25,52,23,4,69.6,43.4,9,100,68.9,10,1,10,1,13.8
