Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2021-10-24,Łukasz Fabiański,Matchweek 9,Home,W 1–0,West Ham,Tottenham,Y,GK,90,4,0,4,100,1,0.2,0,0,0,0,8,15,53.3,28,12,46.4,37.9,3,66.7,46.3,8,2,25,0,11.1
2021-10-31,Łukasz Fabiański,Matchweek 10,Away,W 4–1,West Ham,Aston Villa,Y,GK,90,3,1,1,66.7,0,0.9,0,0,0,0,6,12,50,18,4,33.3,36.9,7,85.7,54.4,10,0,0,0,11.3
2021-11-07,Łukasz Fabiański,Matchweek 11,Home,W 3–2,West Ham,Liverpool,Y,GK,90,5,2,3,60,0,1.6,0,0,0,0,8,22,36.4,17,3,70.6,47.8,10,100,64.2,14,0,0,0,11.2
2021-11-20,Łukasz Fabiański,Matchweek 12,Away,L 0–1,West Ham,Wolves,Y,GK,90,5,1,4,80,0,1.4,0,0,0,0,3,8,37.5,16,5,12.5,24.8,11,54.5,56.5,9,0,0,0,10
2021-11-28,Łukasz Fabiański,Matchweek 13,Away,L 1–2,West Ham,Manchester City,Y,GK,90,8,2,6,75,0,3.6,0,0,0,0,9,23,39.1,22,0,86.4,52.4,9,44.4,34.6,7,0,0,0,6
2021-12-01,Łukasz Fabiański,Matchweek 14,Home,D 1–1,West Ham,Brighton,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,7,13,53.8,7,1,85.7,58.3,8,87.5,59.1,10,0,0,0,7
2021-12-04,Łukasz Fabiański,Matchweek 15,Home,W 3–2,West Ham,Chelsea,Y,GK,90,7,2,5,71.4,0,1.4,0,0,0,0,7,23,30.4,27,7,70.4,50.6,5,80,63,8,0,0,1,10.6
2021-12-12,Łukasz Fabiański,Matchweek 16,Away,D 0–0,West Ham,Burnley,Y,GK,90,1,0,1,100,1,0,0,0,0,0,8,26,30.8,20,2,85,57.1,10,90,62.4,7,0,0,0,17.3
2021-12-15,Łukasz Fabiański,Matchweek 17,Away,L 0–2,West Ham,Arsenal,Y,GK,90,7,2,4,71.4,0,3.5,1,0,1,0,10,20,50,27,3,63,48.9,5,60,48.8,7,0,0,0,10
2022-01-12,Łukasz Fabiański,Matchweek 18,Home,W 2–0,West Ham,Norwich City,Y,GK,90,3,0,2,100,1,0.5,0,0,0,0,5,16,31.3,15,2,80,53.1,5,80,55.8,10,0,0,0,9.3
2021-12-26,Łukasz Fabiański,Matchweek 19,Home,L 2–3,West Ham,Southampton,Y,GK,90,5,3,3,60,0,2.1,1,1,0,0,1,5,20,12,2,41.7,42,2,0,29,3,0,0,1,22
2021-12-28,Łukasz Fabiański,Matchweek 20,Away,W 4–1,West Ham,Watford,Y,GK,90,5,1,4,80,0,2.2,0,0,0,0,6,21,28.6,13,1,69.2,51.8,12,100,67.9,7,0,0,0,13.5
2022-01-01,Łukasz Fabiański,Matchweek 21,Away,W 3–2,West Ham,Crystal Palace,Y,GK,90,6,2,4,66.7,0,0.8,0,0,0,0,7,25,28,23,4,69.6,56.2,10,90,63,22,1,4.5,1,13.5
2022-01-16,Łukasz Fabiański,Matchweek 22,Home,L 2–3,West Ham,Leeds United,Y,GK,90,5,3,2,40,0,2.4,0,0,0,0,11,18,61.1,18,5,55.6,43.8,9,88.9,63.2,7,0,0,0,13.3
2022-02-08,Łukasz Fabiański,Matchweek 24,Home,W 1–0,West Ham,Watford,Y,GK,90,1,0,1,100,1,0.5,0,0,0,0,8,17,47.1,25,2,48,42.8,9,55.6,39.8,8,2,25,1,17.5
2022-02-13,Łukasz Fabiański,Matchweek 25,Away,D 2–2,West Ham,Leicester City,Y,GK,90,1,2,0,0,0,1.5,1,1,0,0,12,20,60,17,4,58.8,44.5,10,100,63.1,5,0,0,0,13.2
2022-02-19,Łukasz Fabiański,Matchweek 26,Home,D 1–1,West Ham,Newcastle Utd,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,6,17,35.3,16,3,68.8,50.3,6,100,68.2,13,0,0,1,17.3
2022-02-27,Łukasz Fabiański,Matchweek 27,Home,W 1–0,West Ham,Wolves,Y,GK,90,1,0,1,100,1,0,0,0,0,0,7,16,43.8,25,2,60,46.4,5,20,22,8,1,12.5,0,9
2022-03-05,Łukasz Fabiański,Matchweek 28,Away,L 0–1,West Ham,Liverpool,Y,GK,90,5,1,4,80,0,1.6,0,0,0,0,11,28,39.3,27,2,81.5,49.4,8,75,52,9,1,11.1,0,13.5
2022-03-13,Łukasz Fabiański,Matchweek 29,Home,W 2–1,West Ham,Aston Villa,Y,GK,90,6,1,4,83.3,0,2.6,0,0,0,0,8,11,72.7,17,5,47.1,37.5,4,75,54.3,8,0,0,0,10.3
2022-03-20,Łukasz Fabiański,Matchweek 30,Away,L 1–3,West Ham,Tottenham,Y,GK,90,4,3,2,25,0,1.6,0,0,0,0,6,21,28.6,19,3,78.9,49.7,8,75,50.6,8,0,0,0,14.8
2022-04-03,Łukasz Fabiański,Matchweek 31,Home,W 2–1,West Ham,Everton,Y,GK,90,2,1,1,50,0,0.4,0,0,0,0,3,9,33.3,18,6,38.9,35.3,6,33.3,39,9,0,0,0,10.8
2022-04-10,Łukasz Fabiański,Matchweek 32,Away,L 0–2,West Ham,Brentford,Y,GK,90,7,2,5,71.4,0,1.3,0,0,0,0,7,17,41.2,29,5,48.3,40,5,60,46.4,13,0,0,0,9.3
2022-01-19,Jonas Lössl,Matchweek 17,Home,L 1–3,Brentford,Manchester Utd,Y,GK,90,5,3,2,40,0,2.7,0,0,0,0,7,16,43.8,18,3,72.2,43.2,8,37.5,33.8,12,0,0,2,21.7
2022-01-22,Jonas Lössl,Matchweek 23,Home,L 1–2,Brentford,Wolves,Y,GK,90,2,2,0,0,0,0.5,0,0,0,0,6,14,42.9,31,3,41.9,36.5,5,20,34.8,2,0,0,2,17.8
2021-08-13,David Raya,Matchweek 1,Home,W 2–0,Brentford,Arsenal,Y,GK,90,4,0,4,100,1,0.4,0,0,0,0,10,37,27,35,5,60,45.6,16,100,68.8,10,0,0,0,12.1
2021-08-21,David Raya,Matchweek 2,Away,D 0–0,Brentford,Crystal Palace,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,4,22,18.2,39,6,43.6,37.8,6,83.3,62,7,1,14.3,1,15.1
2021-08-28,David Raya,Matchweek 3,Away,D 1–1,Brentford,Aston Villa,Y,GK,90,5,1,4,80,0,1.7,0,0,0,0,9,20,45,55,6,34.5,34.5,3,33.3,28,16,3,18.8,3,20.6
2021-09-11,David Raya,Matchweek 4,Home,L 0–1,Brentford,Brighton,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,13,20,65,32,4,46.9,39.8,6,83.3,56.8,5,1,20,4,19.3
2021-09-18,David Raya,Matchweek 5,Away,W 2–0,Brentford,Wolves,Y,GK,90,0,0,0,0,1,0,0,0,0,0,12,27,44.4,35,4,60,46.2,11,54.5,48.2,7,1,14.3,0,10.7
2021-09-25,David Raya,Matchweek 6,Home,D 3–3,Brentford,Liverpool,Y,GK,90,4,3,1,25,0,2.4,0,0,0,0,10,34,29.4,33,5,72.7,56.2,10,100,65.9,11,1,9.1,2,14.1
2021-10-03,David Raya,Matchweek 7,Away,W 2–1,Brentford,West Ham,Y,GK,90,5,1,4,80,0,1,0,0,0,0,5,26,19.2,24,5,62.5,48.4,15,73.3,52.9,10,1,10,0,15.8
2021-10-16,David Raya,Matchweek 8,Home,L 0–1,Brentford,Chelsea,Y,GK,90,1,1,0,0,0,0.5,0,0,0,0,12,22,54.5,47,8,44.7,40.8,4,25,20.3,5,1,20,1,15
2021-10-24,David Raya,Matchweek 9,Home,L 1–2,Brentford,Leicester City,Y,GK,90,6,2,4,66.7,0,1.4,0,0,0,0,8,13,61.5,36,2,36.1,34.6,6,0,17.5,3,0,0,2,22.5
2022-02-09,David Raya,Matchweek 24,Away,L 0–2,Brentford,Manchester City,Y,GK,90,6,2,5,83.3,0,1.8,1,1,0,0,12,35,34.3,36,3,75,50.8,8,100,68.9,9,0,0,2,13
2022-02-12,David Raya,Matchweek 25,Home,D 0–0,Brentford,Crystal Palace,Y,GK,90,3,0,3,100,1,0.2,0,0,0,0,16,31,51.6,40,8,70,45.2,3,100,67.7,8,0,0,2,18.7
2022-02-19,David Raya,Matchweek 26,Away,L 1–2,Brentford,Arsenal,Y,GK,90,7,2,5,71.4,0,2.9,0,0,0,0,12,25,48,33,5,54.5,40,8,87.5,54.4,18,1,5.6,1,14
2022-02-26,David Raya,Matchweek 27,Home,L 0–2,Brentford,Newcastle Utd,Y,GK,90,11,2,9,81.8,0,2.7,0,0,0,0,21,44,47.7,33,2,90.9,55.9,15,93.3,65.1,13,0,0,0,12.5
2022-03-05,David Raya,Matchweek 28,Away,W 3–1,Brentford,Norwich City,Y,GK,90,7,1,6,85.7,0,1.2,0,0,0,0,8,16,50,30,4,43.3,40.9,5,60,45.4,14,1,7.1,0,13.5
2022-03-12,David Raya,Matchweek 29,Home,W 2–0,Brentford,Burnley,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,13,27,48.1,41,6,53.7,42.5,5,100,68.8,14,1,7.1,2,16.4
2022-03-20,David Raya,Matchweek 30,Away,L 1–2,Brentford,Leicester City,Y,GK,90,4,2,2,50,0,1.8,0,0,0,0,8,23,34.8,45,4,46.7,38.7,8,25,28.5,8,0,0,1,19.7
2022-04-02,David Raya,Matchweek 31,Away,W 4–1,Brentford,Chelsea,Y,GK,90,8,1,7,87.5,0,1.3,0,0,0,0,11,21,52.4,23,5,52.2,45.1,12,75,56.7,13,2,15.4,0,11
2022-04-10,David Raya,Matchweek 32,Home,W 2–0,Brentford,West Ham,Y,GK,90,1,0,1,100,1,0,0,0,0,0,6,9,66.7,38,5,21.1,28.2,9,11.1,22.3,7,1,14.3,1,31
2021-12-11,Willy Caballero,Matchweek 16,Away,L 0–3,Southampton,Arsenal,Y,GK,90,5,3,2,40,0,3,0,0,0,0,9,18,50,27,0,37,34.3,8,100,60.5,7,0,0,3,26.7
2021-12-15,Willy Caballero,Matchweek 17,Away,D 2–2,Southampton,Crystal Palace,Y,GK,90,6,2,4,66.7,0,1.2,0,0,0,0,11,21,52.4,19,0,89.5,53.2,5,80,56.8,14,1,7.1,1,18
2021-09-11,Jed Steer,Matchweek 4,Away,L 0–3,Aston Villa,Chelsea,Y,GK,90,4,3,1,25,0,1.8,0,0,0,0,5,13,38.5,30,6,30,34.4,6,66.7,53.8,8,1,12.5,1,14.3
2021-08-14,Vicente Guaita,Matchweek 1,Away,L 0–3,Crystal Palace,Chelsea,Y,GK,90,6,3,3,50,0,1.8,0,0,0,0,4,11,36.4,33,5,27.3,29.7,8,25,19.8,10,2,20,0,9
2021-08-21,Vicente Guaita,Matchweek 2,Home,D 0–0,Crystal Palace,Brentford,Y,GK,90,3,0,3,100,1,0.8,0,0,0,0,9,22,40.9,27,5,55.6,45.1,11,63.6,39.5,6,0,0,0,12
2021-08-28,Vicente Guaita,Matchweek 3,Away,D 2–2,Crystal Palace,West Ham,Y,GK,90,4,2,2,50,0,0.9,0,0,0,0,7,12,58.3,30,8,26.7,26.7,9,44.4,36,14,0,0,1,12.2
2021-09-11,Vicente Guaita,Matchweek 4,Home,W 3–0,Crystal Palace,Tottenham,Y,GK,90,1,0,1,100,1,0,0,0,0,0,4,4,100,10,3,20,28.1,4,50,27.5,2,1,50,0,14
2021-09-18,Vicente Guaita,Matchweek 5,Away,L 0–3,Crystal Palace,Liverpool,Y,GK,90,10,3,7,70,0,2.4,0,0,0,0,5,12,41.7,17,3,47.1,39.1,8,50,39,17,1,5.9,0,12
2021-09-27,Vicente Guaita,Matchweek 6,Home,D 1–1,Crystal Palace,Brighton,Y,GK,90,4,1,3,75,0,1.6,0,0,0,0,4,11,36.4,21,5,42.9,40.3,5,40,36.6,6,1,16.7,0,11.8
2021-10-03,Vicente Guaita,Matchweek 7,Home,D 2–2,Crystal Palace,Leicester City,Y,GK,90,5,2,3,60,0,1,0,0,0,0,1,5,20,32,9,15.6,25.9,2,0,23.5,3,0,0,0,10.3
2021-10-18,Vicente Guaita,Matchweek 8,Away,D 2–2,Crystal Palace,Arsenal,Y,GK,90,6,2,4,66.7,0,2.1,0,0,0,0,9,12,75,32,6,28.1,29.4,5,60,43.8,8,0,0,2,17
2021-10-23,Vicente Guaita,Matchweek 9,Home,D 1–1,Crystal Palace,Newcastle Utd,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,1,3,33.3,14,5,14.3,24.4,3,33.3,28.3,2,0,0,1,16
2021-10-30,Vicente Guaita,Matchweek 10,Away,W 2–0,Crystal Palace,Manchester City,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,12,33,36.4,36,7,55.6,42.1,14,92.9,63.6,12,1,8.3,0,12.3
2021-11-06,Vicente Guaita,Matchweek 11,Home,W 2–0,Crystal Palace,Wolves,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,0,4,0,23,2,13,23.9,2,50,35,2,0,0,1,16
2021-11-20,Vicente Guaita,Matchweek 12,Away,D 3–3,Crystal Palace,Burnley,Y,GK,90,9,3,6,66.7,0,2.4,0,0,0,0,6,13,46.2,29,8,37.9,34.7,8,25,22.4,11,1,9.1,1,19.2
2021-11-27,Vicente Guaita,Matchweek 13,Home,L 1–2,Crystal Palace,Aston Villa,Y,GK,90,3,2,1,33.3,0,0.7,0,0,0,0,4,5,80,13,2,23.1,29.4,5,40,39,4,0,0,1,20.7
2021-11-30,Vicente Guaita,Matchweek 14,Away,L 0–1,Crystal Palace,Leeds United,Y,GK,90,2,1,2,100,0,0.9,1,1,0,0,6,17,35.3,28,5,42.9,32.3,9,55.6,39.6,6,0,0,1,16.8
2021-12-05,Vicente Guaita,Matchweek 15,Away,L 0–1,Crystal Palace,Manchester Utd,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,8,14,57.1,22,6,40.9,35.3,9,55.6,41.3,10,3,30,0,13.8
2021-12-12,Vicente Guaita,Matchweek 16,Home,W 3–1,Crystal Palace,Everton,Y,GK,90,6,1,5,83.3,0,1.2,0,0,0,0,7,14,50,27,6,51.9,40.7,4,0,26.3,8,0,0,0,10.5
2021-12-28,Vicente Guaita,Matchweek 20,Home,W 3–0,Crystal Palace,Norwich City,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,5,6,83.3,20,1,30,30.9,3,0,8.3,6,0,0,0,11.7
2022-01-01,Vicente Guaita,Matchweek 21,Home,L 2–3,Crystal Palace,West Ham,Y,GK,90,4,3,2,50,0,2.4,1,1,0,0,3,5,60,29,6,10.3,25.2,7,28.6,29.6,12,3,25,1,18.8
2022-01-23,Vicente Guaita,Matchweek 23,Home,L 1–3,Crystal Palace,Liverpool,Y,GK,90,6,3,4,66.7,0,2.8,1,1,0,0,7,8,87.5,36,15,22.2,24,7,0,16.1,14,0,0,1,13.7
2022-02-09,Vicente Guaita,Matchweek 24,Away,D 1–1,Crystal Palace,Norwich City,Y,GK,90,1,1,0,0,0,0.7,0,0,0,0,3,5,60,22,5,22.7,27.7,5,0,12.6,2,0,0,0,15.2
2022-02-12,Vicente Guaita,Matchweek 25,Away,D 0–0,Crystal Palace,Brentford,Y,GK,90,2,0,2,100,1,0.8,0,0,0,0,4,9,44.4,23,4,34.8,34.3,2,50,38,4,1,25,0,17.8
2022-02-19,Vicente Guaita,Matchweek 26,Home,L 0–1,Crystal Palace,Chelsea,Y,GK,45,2,0,2,100,0,0.1,0,0,0,0,1,2,50,9,1,11.1,22.4,4,25,32,4,0,0,0,13
2022-03-05,Vicente Guaita,Matchweek 28,Away,W 2–0,Crystal Palace,Wolves,Y,GK,90,5,0,5,100,1,0.4,0,0,0,0,4,16,25,23,6,52.2,38.2,8,50,45,12,0,0,2,15.5
2022-03-14,Vicente Guaita,Matchweek 29,Home,D 0–0,Crystal Palace,Manchester City,Y,GK,90,4,0,4,100,1,0.8,0,0,0,0,14,27,51.9,25,4,68,44,15,66.7,50.1,10,0,0,0,11.2
2022-04-04,Vicente Guaita,Matchweek 31,Home,W 3–0,Crystal Palace,Arsenal,Y,GK,90,3,0,3,100,1,0.4,0,0,0,0,5,18,27.8,19,1,63.2,49.9,9,66.7,48.8,4,0,0,1,14.6
2022-04-10,Vicente Guaita,Matchweek 32,Away,L 1–2,Crystal Palace,Leicester City,Y,GK,90,3,2,1,33.3,0,0.5,0,0,0,0,5,14,35.7,40,6,30,29.6,7,28.6,26.7,5,0,0,0,9.7
2022-01-11,Fraser Forster,Matchweek 18,Home,W 4–1,Southampton,Brentford,Y,GK,90,4,1,3,75,0,1.4,0,0,0,0,6,22,27.3,17,1,82.4,57.7,8,100,66.1,10,1,10,2,19.5
2021-12-26,Fraser Forster,Matchweek 19,Away,W 3–2,Southampton,West Ham,Y,GK,90,4,2,2,50,0,1.6,0,0,0,0,11,28,39.3,30,2,60,43.4,17,58.8,44.4,15,0,0,0,8.3
2021-12-28,Fraser Forster,Matchweek 20,Home,D 1–1,Southampton,Tottenham,Y,GK,90,9,1,9,100,0,2.7,1,1,0,0,12,33,36.4,30,2,86.7,66.8,7,100,67.4,15,2,13.3,2,15.6
2022-03-10,Fraser Forster,Matchweek 21,Home,L 1–2,Southampton,Newcastle Utd,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,4,18,22.2,37,9,43.2,37.5,3,66.7,45.7,5,2,40,1,16
2022-01-15,Fraser Forster,Matchweek 22,Away,L 1–3,Southampton,Wolves,Y,GK,90,4,3,2,50,0,2.5,1,1,0,0,2,7,28.6,15,1,33.3,39.3,3,66.7,46.7,2,1,50,0,9
2022-01-22,Fraser Forster,Matchweek 23,Home,D 1–1,Southampton,Manchester City,Y,GK,90,5,1,4,80,0,1.4,0,0,0,0,9,21,42.9,27,4,40.7,39.3,12,83.3,57.7,26,3,11.5,0,9.8
2022-02-09,Fraser Forster,Matchweek 24,Away,W 3–2,Southampton,Tottenham,Y,GK,90,3,2,2,33.3,0,1.4,0,0,0,0,6,15,40,24,6,45.8,38.7,4,100,58.3,13,0,0,1,12.8
2022-02-12,Fraser Forster,Matchweek 25,Away,D 1–1,Southampton,Manchester Utd,Y,GK,90,7,1,6,85.7,0,1.6,0,0,0,0,9,21,42.9,28,4,53.6,39.6,7,85.7,59.3,11,1,9.1,1,14.8
2022-02-19,Fraser Forster,Matchweek 26,Home,W 2–0,Southampton,Everton,Y,GK,90,0,0,0,0,1,0,0,0,0,0,9,20,45,26,6,57.7,43.5,6,83.3,55.2,7,0,0,0,10.4
2022-02-25,Fraser Forster,Matchweek 27,Home,W 2–0,Southampton,Norwich City,Y,GK,90,1,0,1,100,1,0,0,0,0,0,3,16,18.8,25,2,44,39.1,5,100,66,7,0,0,0,4
2022-03-05,Fraser Forster,Matchweek 28,Away,L 0–4,Southampton,Aston Villa,Y,GK,90,9,4,5,55.6,0,3.8,0,0,0,0,7,16,43.8,28,7,46.4,39.7,4,75,55.8,3,0,0,1,16.4
2022-03-13,Fraser Forster,Matchweek 29,Home,L 1–2,Southampton,Watford,Y,GK,90,5,2,3,60,0,1.7,0,0,0,0,3,8,37.5,25,5,20,32.9,7,42.9,36.7,7,0,0,0,15.4
2022-04-02,Fraser Forster,Matchweek 31,Away,D 1–1,Southampton,Leeds United,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,6,26,23.1,23,4,78.3,55.1,10,80,56.3,5,1,20,1,15
2022-04-09,Fraser Forster,Matchweek 32,Home,L 0–6,Southampton,Chelsea,Y,GK,90,14,6,8,57.1,0,5.2,0,0,0,0,7,23,30.4,23,2,69.6,54,7,100,69,3,0,0,1,12.2
2021-12-15,Jack Butland,Matchweek 17,Home,D 2–2,Crystal Palace,Southampton,Y,GK,90,4,2,2,50,0,1,0,0,0,0,3,12,25,37,4,27,28.9,7,28.6,30.9,5,0,0,1,17.3
2022-02-23,Jack Butland,Matchweek 18,Away,W 4–1,Crystal Palace,Watford,Y,GK,90,1,1,0,0,0,0.9,0,0,0,0,2,8,25,24,2,20.8,29,7,42.9,33.6,10,1,10,1,19
2021-12-26,Jack Butland,Matchweek 19,Away,L 0–3,Crystal Palace,Tottenham,Y,GK,90,6,3,3,50,0,2.7,0,0,0,0,4,19,21.1,20,4,55,37.3,14,57.1,45.7,14,0,0,0,11.7
2022-01-14,Jack Butland,Matchweek 22,Away,D 1–1,Crystal Palace,Brighton,Y,GK,90,3,1,3,66.7,0,2,1,0,1,0,5,15,33.3,16,4,56.3,38.8,11,54.5,38.5,14,0,0,0,8.3
2022-02-19,Jack Butland,Matchweek 26,Home,L 0–1,Crystal Palace,Chelsea,N,GK,45,1,1,0,0,0,0.1,0,0,0,0,4,5,80,17,1,23.5,28.2,3,33.3,49.3,5,0,0,0,0
2022-02-26,Jack Butland,Matchweek 27,Home,D 1–1,Crystal Palace,Burnley,Y,GK,90,1,1,1,0,0,0.3,0,0,0,0,3,14,21.4,30,8,43.3,38.7,2,50,49.5,9,2,22.2,0,10.1
2021-09-17,Karl Darlow,Matchweek 5,Home,D 1–1,Newcastle Utd,Leeds United,Y,GK,90,9,1,8,88.9,0,1.4,0,0,0,0,12,23,52.2,22,5,59.1,48.8,11,90.9,66.5,14,1,7.1,0,11.4
2021-09-25,Karl Darlow,Matchweek 6,Away,D 1–1,Newcastle Utd,Watford,Y,GK,90,5,1,4,80,0,0.5,0,0,0,0,11,22,50,18,1,77.8,53.2,9,88.9,64.2,7,0,0,0,16.3
2021-10-02,Karl Darlow,Matchweek 7,Away,L 1–2,Newcastle Utd,Wolves,Y,GK,90,3,2,1,33.3,0,1.4,0,0,0,0,4,12,33.3,21,4,47.6,39.3,4,50,39.5,1,0,0,0,17.7
2021-10-17,Karl Darlow,Matchweek 8,Home,L 2–3,Newcastle Utd,Tottenham,Y,GK,90,4,3,1,25,0,2,0,0,0,0,9,19,47.4,27,5,70.4,50.4,5,0,11.8,7,2,28.6,1,16.2
2021-10-23,Karl Darlow,Matchweek 9,Away,D 1–1,Newcastle Utd,Crystal Palace,Y,GK,90,4,1,3,75,0,1.2,0,0,0,0,14,31,45.2,20,1,100,63.7,12,91.7,68.2,15,1,6.7,1,16.6
2021-10-30,Karl Darlow,Matchweek 10,Home,L 0–3,Newcastle Utd,Chelsea,Y,GK,90,5,3,3,60,0,2.1,1,1,0,0,13,38,34.2,36,3,77.8,57.5,11,90.9,69.8,9,0,0,2,15
2021-11-06,Karl Darlow,Matchweek 11,Away,D 1–1,Newcastle Utd,Brighton,Y,GK,90,4,1,4,100,0,1.1,1,1,0,0,4,10,40,26,9,26.9,34,6,50,49.2,7,3,42.9,0,15.5
2021-11-20,Karl Darlow,Matchweek 12,Home,D 3–3,Newcastle Utd,Brentford,Y,GK,90,3,3,1,0,0,0.9,0,0,0,0,8,17,47.1,19,1,57.9,50.7,6,100,70,9,1,11.1,0,10.5
2021-09-18,Ben Foster,Matchweek 5,Away,W 3–1,Watford,Norwich City,Y,GK,90,4,1,3,75,0,0.9,0,0,0,0,11,26,42.3,27,2,74.1,51.3,6,100,70.7,10,1,10,2,24.5
2021-09-25,Ben Foster,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,Y,GK,90,6,1,5,83.3,0,1.2,0,0,0,0,8,15,53.3,14,4,42.9,34.3,13,69.2,49.7,7,1,14.3,2,18
2021-10-02,Ben Foster,Matchweek 7,Away,L 0–1,Watford,Leeds United,Y*,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,9,20,45,25,6,44,42.8,12,75,52.3,13,2,15.4,0,16.9
2021-10-16,Ben Foster,Matchweek 8,Home,L 0–5,Watford,Liverpool,Y,GK,90,8,5,3,37.5,0,5,0,0,0,0,6,22,27.3,21,3,76.2,55.2,6,100,69.7,9,0,0,0,15.6
2021-10-23,Ben Foster,Matchweek 9,Away,W 5–2,Watford,Everton,Y,GK,90,4,2,2,50,0,1.6,0,0,0,0,8,21,38.1,23,3,52.2,47.3,11,81.8,67.2,12,0,0,0,12
2021-10-30,Ben Foster,Matchweek 10,Home,L 0–1,Watford,Southampton,Y,GK,90,1,1,0,0,0,0.6,0,0,0,0,17,31,54.8,30,2,73.3,55.5,9,100,78,11,0,0,3,22.4
2021-11-07,Ben Foster,Matchweek 11,Away,L 0–1,Watford,Arsenal,Y,GK,90,5,1,4,80,0,1.7,1,0,1,0,8,27,29.6,35,2,62.9,52.7,5,100,70.6,8,0,0,1,13.7
2021-11-20,Ben Foster,Matchweek 12,Home,W 4–1,Watford,Manchester Utd,Y,GK,90,3,1,2,66.7,0,1.3,0,0,0,0,12,35,34.3,32,0,90.6,61.5,6,100,70.7,3,0,0,0,14.3
2022-02-05,Ben Foster,Matchweek 17,Away,D 0–0,Watford,Burnley,Y,GK,90,2,0,2,100,1,0.5,0,0,0,0,9,35,25.7,33,2,84.8,56.1,7,100,64.9,7,0,0,1,14.3
2022-02-23,Ben Foster,Matchweek 18,Home,L 1–4,Watford,Crystal Palace,Y,GK,90,5,4,1,20,0,1.8,0,0,0,0,11,19,57.9,26,1,61.5,43,4,75,55.3,7,0,0,1,17.7
2022-03-10,Ben Foster,Matchweek 19,Away,L 0–4,Watford,Wolves,Y,GK,90,5,4,2,20,0,2.4,0,0,0,0,5,29,17.2,32,5,78.1,52.5,5,80,58.6,10,0,0,1,17.2
2022-01-15,Ben Foster,Matchweek 22,Away,D 1–1,Watford,Newcastle Utd,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,8,20,40,21,2,66.7,47.5,9,66.7,47.7,13,1,7.7,0,11
2022-02-08,Ben Foster,Matchweek 24,Away,L 0–1,Watford,West Ham,Y,GK,90,2,1,0,50,0,0.4,0,0,0,0,5,22,22.7,16,0,75,50.1,10,100,68.2,10,0,0,1,37
2022-02-12,Ben Foster,Matchweek 25,Home,L 0–2,Watford,Brighton,Y,GK,90,5,2,3,60,0,2.1,0,0,0,0,6,20,30,21,2,76.2,52.6,5,80,54.8,9,1,11.1,2,17.8
2022-02-19,Ben Foster,Matchweek 26,Away,W 1–0,Watford,Aston Villa,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,7,25,28,23,6,52.2,42.9,13,100,68,17,0,0,0,13
2022-02-26,Ben Foster,Matchweek 27,Away,D 0–0,Watford,Manchester Utd,Y,GK,90,3,0,3,100,1,0.2,0,0,0,0,12,38,31.6,26,3,84.6,56,17,94.1,68.2,17,1,5.9,1,11.8
2022-03-06,Ben Foster,Matchweek 28,Home,L 2–3,Watford,Arsenal,Y,GK,90,4,3,1,25,0,1.8,0,0,0,0,14,26,53.8,28,4,60.7,49,10,90,61.5,12,1,8.3,2,14.7
2022-03-13,Ben Foster,Matchweek 29,Away,W 2–1,Watford,Southampton,Y,GK,90,5,1,4,80,0,1.3,0,0,0,0,11,28,39.3,27,3,77.8,57.5,7,100,73,12,2,16.7,1,16.1
2022-04-02,Ben Foster,Matchweek 31,Away,L 0–2,Watford,Liverpool,Y,GK,90,2,2,1,50,0,2.1,1,1,0,0,4,32,12.5,21,3,81,55.6,15,100,73.3,11,1,9.1,2,13.7
2022-04-09,Ben Foster,Matchweek 32,Home,L 0–3,Watford,Leeds United,Y,GK,90,5,3,2,40,0,2.4,0,0,0,0,9,27,33.3,24,2,75,50,10,90,63.1,4,0,0,3,19
2021-12-26,Angus Gunn,Matchweek 19,Home,L 0–5,Norwich City,Arsenal,Y,GK,90,5,5,1,20,0,3.5,1,1,0,0,6,21,28.6,31,2,61.3,44.7,7,28.6,33.3,4,0,0,3,21.7
